ListingKey,ListingID,HostID,Capacity,MinNights,MaxNights,Price,EstRevenue,EstOccupancy,Avail30Days,Avail60Days,Avail90Days,Avail365Days,TotalReviews,ReviewsLast12Months,ReviewsLast30Days,ReviewsLastYear,ReviewsPerMonth,Rating,AccuracyRating,CleanlinessRating,CheckInRating,CommunicationRating,LocationRating,ValueRating
1,2539,2787,2,30,730,113.97,6838,60,4,34,64,339,10,1,1,0,0.08,4.8,4.7,4.9,4.9,5,4.8,4.8
2,6848,15991,3,30,240,117.27,21109,180,1,1,15,191,198,3,0,4,0.95,4.6,4.6,4.9,4.9,4.8,4.7,4.6
3,6872,16104,1,30,180,80.06,4804,60,0,0,11,286,2,1,0,1,0.04,5,5,5,5,5,5,5
4,6990,16800,1,30,120,77.17,9260,120,0,28,28,218,251,2,0,3,1.24,4.9,4.8,5,5,4.9,4.9,4.8
5,7097,17571,2,30,1125,202.47,51630,255,0,0,0,106,423,10,0,28,2.12,4.9,4.9,4.9,5,4.9,5,4.8
6,7801,21207,2,30,120,365.97,21958,60,0,0,11,68,13,1,0,0,0.06,4.9,4.8,4.7,4.9,4.8,5,4.9
7,8490,25183,5,30,1125,193.03,0,0,5,17,26,255,189,0,0,0,0.92,4.8,4.8,4.7,4.9,4.9,4.7,4.8
8,9357,30193,2,30,120,148.04,0,0,0,12,42,61,58,0,0,0,0.29,4.5,4.7,4.2,5,5,5,4.6
9,10452,35935,2,30,730,79.91,0,0,1,14,44,319,82,0,0,1,0.42,4.7,4.5,4.6,4.7,4.9,4.4,4.7
10,12192,46978,1,30,1125,,,120,0,0,0,0,316,2,0,2,1.56,4.4,4.6,4.1,4.8,4.9,4.7,4.5
11,12937,50124,2,1,1125,359.67,91716,255,9,24,40,172,483,38,4,36,2.48,4.9,4.9,4.9,4.9,4.9,4.9,4.9
12,12940,50148,2,30,365,153.6,9216,60,4,10,40,292,81,1,0,3,0.4,4.6,4.7,4.5,4.7,4.6,4.1,4.4
13,14314,56246,2,30,365,138.2,8292,60,14,32,32,289,177,1,0,1,0.88,4.8,4.9,4.9,4.9,4.9,4.8,4.8
14,15341,60049,2,30,1125,274.73,32968,120,21,51,62,139,43,2,0,3,0.28,4.6,4.7,4.4,4.9,4.8,4.7,4.4
15,15385,60252,1,31,60,,,62,26,26,26,31,63,1,0,4,0.32,4.9,4.8,4.8,4.9,4.9,4.9,4.7
16,15396,60278,4,180,730,,,0,29,59,89,179,5,0,0,0,0.04,5,4.8,4.8,5,5,4.8,4.8
17,16338,63613,1,30,200,57.01,10262,180,4,4,4,168,35,3,1,1,0.17,4.7,4.7,4.3,4.9,4.8,4.8,4.6
18,16580,64442,1,2,1125,194,49470,255,8,31,59,222,696,52,3,61,4.46,4.8,4.9,4.8,4.8,4.8,4.8,4.7
19,16821,4396,1,1,31,214.54,54708,255,19,42,61,61,322,58,2,56,1.91,4.8,4.8,4.5,4.8,4.9,4.9,4.6
20,16974,65837,8,30,365,211.57,12694,60,0,0,28,208,292,1,0,0,1.46,4.8,4.9,4.8,5,4.9,4.4,4.8
21,17037,66035,1,30,90,239.7,0,0,27,57,87,177,53,0,0,0,0.27,4.8,4.8,4.9,5,5,4.6,4.6
22,18152,69942,2,30,30,554.2,0,0,30,60,90,365,146,0,0,0,0.81,4.4,4.4,4.3,4.8,4.8,4.7,4.5
23,18728,71876,3,30,1125,207.23,12434,60,8,8,25,300,251,1,0,1,1.35,5,4.9,5,5,5,5,4.9
24,19174,73164,3,90,3000,94.94,0,0,0,0,0,113,68,0,0,0,0.35,4.6,4.5,4.3,4.9,4.8,4.8,4.6
25,19812,74857,2,30,90,100.57,0,0,0,0,2,228,58,0,0,0,0.29,4.5,4.7,3.5,4.7,4.7,5,4.4
26,21456,42032,2,30,365,85.64,0,0,0,27,57,332,79,0,0,0,0.4,4.7,4.8,4.6,4.9,4.9,4.8,4.8
27,21794,83257,2,30,1125,95.9,0,0,0,0,7,282,36,0,0,0,0.18,5,5,4.8,5,5,5,4.9
28,23135,11481,2,30,60,171.65,0,0,30,60,90,365,317,0,0,0,1.62,4.7,4.8,4.9,4.8,4.7,4.7,4.7
29,23545,92411,2,30,1125,210.6,0,0,23,53,83,358,214,0,0,0,1.09,4.8,4.9,4.9,4.8,4.6,4.4,4.7
30,24285,97797,5,30,180,230.7,0,0,0,0,0,164,93,0,0,0,0.48,4.8,4.8,4.9,5,4.8,4.8,4.8
31,25406,105538,4,30,90,,,60,3,4,4,8,30,1,0,0,0.19,4.6,4.8,4.5,5,5,4.8,4.7
32,25696,107628,2,1,21,256.76,65474,255,25,48,60,209,210,24,6,7,1.1,4.8,4.9,4.7,4.9,4.9,4.7,4.7
33,26785,42273,2,30,365,,,120,1,1,1,1,479,2,1,1,2.45,4.9,5,5,5,5,4.9,4.9
34,27883,120223,3,30,365,,,0,0,20,27,35,25,0,0,0,0.13,4.8,4.6,4.8,5,4.9,4.8,4.7
35,28907,124352,4,30,30,,,0,0,0,0,0,19,0,0,0,0.1,5,4.9,5,4.9,4.9,4.9,4.9
36,29013,35935,2,30,730,78.98,18955,240,0,0,11,286,80,4,1,4,0.41,4.7,4.4,4.6,4.8,4.7,4.4,4.6
37,29628,127608,2,2,1125,272.5,69488,255,1,8,20,231,521,52,4,54,2.67,5,5,4.9,5,5,4.9,4.9
38,31130,117287,1,30,360,194.03,0,0,23,33,53,328,75,0,0,0,0.39,4.9,4.9,4.9,5,5,5,4.8
39,31555,135619,2,30,59,,,0,0,0,0,0,30,0,0,0,0.16,4.7,4.8,4.4,4.9,5,4.9,4.7
40,31994,137814,2,2,1125,165.47,42195,255,12,17,33,249,643,37,2,40,3.31,4.6,4.7,4.5,4.8,4.8,4.8,4.6
41,33009,143027,2,30,90,179.27,21512,120,21,38,54,155,301,2,0,3,1.55,5,5,5,5,5,5,4.9
42,36647,157798,2,30,999,95.13,5708,60,0,0,11,286,103,1,0,0,0.54,4.7,4.8,4.7,4.8,4.9,4.4,4.7
43,38663,165789,2,3,60,1184.33,0,0,22,49,79,354,43,0,0,0,0.25,4.7,4.8,4.5,4.9,4.9,4.9,4.6
44,39282,168525,2,4,45,253.75,39078,154,10,15,38,38,294,12,1,15,1.52,4.8,4.9,4.6,4.9,4.9,4.9,4.8
45,39704,170510,4,30,30,,,0,0,0,0,0,336,0,0,0,1.74,4.7,4.9,4.8,4.9,4.9,4.4,4.7
46,42300,184755,5,30,240,435.83,0,0,6,17,42,236,70,0,0,0,0.36,4.8,4.7,4.7,4.9,4.9,4.6,4.6
47,44229,181376,2,30,30,123.17,0,0,0,30,60,335,230,0,0,0,1.2,4.7,4.9,4.8,4.8,4.7,4.8,4.7
48,45542,202249,4,30,1125,,,0,0,0,0,0,18,0,0,0,0.19,4.8,4.8,4.6,5,4.8,4.4,4.7
49,45910,204539,16,30,730,399.57,0,0,30,60,90,365,13,0,0,0,0.07,4.4,4.6,4.4,4.8,5,4.8,4.6
50,45935,204586,1,30,40,66.43,0,0,23,53,83,263,0,0,0,0,,,,,,,,
51,45936,867225,2,30,730,65.36,15686,240,9,12,31,205,139,4,1,4,0.74,4.7,4.6,4.5,4.9,4.9,4.9,4.6
52,46544,8198,2,30,80,,,0,0,0,0,0,57,0,0,0,0.3,4.7,4.8,4.4,4.9,4.9,4.9,4.7
53,46911,210746,2,14,730,102.24,17176,168,14,19,28,264,80,6,1,4,0.42,4.7,4.8,4.6,4.8,4.9,4.8,4.7
54,49048,35935,3,30,365,,,180,0,3,10,35,31,3,0,3,0.17,4.5,4.4,4.3,4.3,4.4,4.5,4.4
55,51438,236421,1,30,31,,,0,0,0,0,0,0,0,0,0,,,,,,,,
56,52689,244071,2,1,1125,291,74205,255,4,6,13,17,145,27,3,29,0.77,5,5,4.9,5,5,4.9,4.9
57,53469,204539,4,30,365,117.06,0,0,30,60,90,365,33,0,0,0,0.17,4.3,4.4,4.3,4.6,4.8,4.4,4.4
58,53470,204539,7,30,730,170.87,0,0,30,60,90,365,5,0,0,0,0.03,4,4.8,4.3,4.5,5,4.3,4.3
59,53477,204539,12,30,730,351.53,0,0,30,60,90,365,16,0,0,0,0.09,4.7,4.5,4.4,4.8,4.6,4.7,4.4
60,54466,253385,2,30,60,160.76,0,0,30,60,90,365,0,0,0,0,,,,,,,,
61,54508,210746,2,3,1125,149,37995,255,3,9,23,247,240,33,6,32,1.26,4.8,4.9,4.7,4.9,4.9,5,4.8
62,54544,256161,4,30,90,125.2,0,0,1,29,59,59,144,0,0,1,0.77,4.7,4.7,4.6,4.5,4.5,4.5,4.7
63,54860,258164,2,30,30,89.88,16178,180,5,35,42,308,306,3,0,3,1.61,4.9,4.9,4.9,5,4.9,4.5,4.8
64,55959,168525,1,4,45,238.25,33593,141,8,38,68,68,135,11,1,13,0.86,4.9,4.9,4.7,4.9,4.9,4.9,4.9
65,55982,264928,1,30,1125,,,0,0,0,0,0,41,0,0,0,0.22,4.7,4.7,4.6,5,5,4.9,4.7
66,56859,256161,2,30,90,113.4,27216,240,1,14,44,44,275,4,0,3,1.46,4.7,4.7,4.6,4.7,4.7,4.5,4.7
67,57166,272006,3,30,360,141.67,25501,180,13,43,62,318,169,3,0,4,0.89,4.9,4.9,4.9,4.9,4.9,4.9,4.8
68,57297,199392,2,30,90,325.03,0,0,30,60,90,180,295,0,0,0,1.56,4.7,4.8,4.8,4.9,4.9,4.9,4.6
69,57618,274557,2,30,365,,,0,0,0,0,0,129,0,0,0,0.71,4.8,4.9,4.7,4.9,5,4.9,4.7
70,57874,276291,2,30,1125,146.93,35263,240,0,12,30,222,396,4,0,5,2.08,4.9,4.9,5,4.9,4.9,4.6,4.8
71,58059,277379,2,30,1125,50.56,9101,180,0,5,5,181,689,3,0,3,3.74,4.7,4.7,4.7,4.8,4.8,4.7,4.7
72,59014,282927,2,30,1125,116.89,7013,60,0,0,0,43,61,1,0,0,0.32,4.7,4.8,4.7,4.9,5,4.7,4.6
73,59121,204539,9,30,730,208.88,0,0,30,60,90,365,4,0,0,0,0.02,4.8,4.8,4.5,5,5,5,4.8
74,60181,128806,2,30,75,,,0,0,0,0,0,37,0,0,0,0.2,4.8,4.9,4.7,5,4.9,4.9,4.7
75,60457,99212,3,30,365,,,0,0,0,0,0,9,0,0,0,0.05,4.9,4.7,4.3,4.9,5,5,4.7
76,60611,292204,2,30,1125,142.9,8574,60,10,34,61,241,197,1,0,1,1.07,4.8,4.9,5,5,5,4.6,4.8
77,60666,256161,2,30,90,100.13,6008,60,13,43,73,73,283,1,0,2,1.5,4.7,4.8,4.7,4.7,4.7,4.5,4.7
78,60680,292630,6,30,1125,182.53,0,0,28,57,85,360,168,0,0,0,0.89,4.5,4.7,4.4,4.8,4.8,4.8,4.4
79,60794,293394,6,30,1125,,,0,0,0,0,0,4,0,0,0,0.02,5,5,4.8,4.5,5,5,5
80,61406,297176,1,30,480,83.73,0,0,29,59,89,200,2,0,0,0,0.02,4.5,4.5,4,4.5,4.5,4.5,4.5
81,62925,306739,4,30,90,320.8,38496,120,14,44,74,74,174,2,0,1,0.94,4.8,4.8,4.7,4.9,4.9,4.9,4.7
82,63657,170510,2,30,1125,,,0,0,0,0,0,266,0,0,0,1.41,4.6,4.6,4.8,4.9,4.9,4.2,4.6
83,64365,314582,2,30,365,61.12,3667,60,8,8,12,287,258,1,0,0,1.4,4.8,4.8,4.8,4.8,4.7,4.5,4.8
84,65615,320761,2,30,1125,,,0,0,0,0,0,56,0,0,0,0.3,4.7,4.9,4.8,4.9,5,4.8,4.6
85,65660,320538,3,30,120,,,0,5,6,6,41,164,0,0,0,0.87,4.5,4.6,4.6,4.6,4.8,4.7,4.5
86,66008,322884,3,30,90,204.88,0,0,0,0,20,264,67,0,0,0,0.39,4.9,5,5,5,5,5,4.7
87,66251,324460,2,30,90,196.83,47239,240,0,0,13,69,175,4,1,4,1.29,4.9,4.9,4.8,4.8,4.9,4.9,4.8
88,66974,329436,2,30,270,193.51,34832,180,2,30,32,274,251,3,0,3,1.47,5,5,5,5,5,5,4.9
89,67299,330347,4,30,89,194.67,49641,255,0,13,42,42,93,6,0,7,0.5,4.9,4.9,4.9,5,5,5,4.8
90,68735,342054,2,30,200,201.25,12075,60,0,0,0,225,39,1,0,0,0.22,5,5,5,5,4.9,5,4.8
91,68974,281229,7,30,730,781.7,0,0,18,48,66,244,248,0,0,0,1.33,4.9,4.9,4.9,4.8,4.9,4.8,4.7
92,71384,365153,4,30,60,,,0,0,0,0,0,48,0,0,0,0.26,5,5,4.8,4.9,5,4.8,4.8
93,72190,373085,2,30,90,,,0,0,0,0,0,37,0,0,0,0.2,4.5,4.7,4.1,4.9,4.8,5,4.7
94,74680,265109,3,30,1125,106.47,6388,60,0,0,0,165,269,1,0,1,1.47,4.7,4.8,4.6,4.9,4.9,4.3,4.7
95,75635,401696,2,30,1125,136.43,16372,120,0,16,18,234,424,2,0,2,2.28,4.8,4.8,4.9,4.9,4.9,4.7,4.8
96,75658,401921,2,30,150,248.9,0,0,29,59,89,364,20,0,0,0,0.11,4.6,4.9,4.8,4.7,4.9,3.7,4.8
97,77765,417504,2,1,365,564,21432,38,29,59,89,212,73,3,1,4,0.39,4.8,4.9,4.9,5,4.9,4.6,4.7
98,79067,425506,5,50,64,,,0,0,0,0,47,11,0,0,0,0.08,4.7,4.9,4.6,5,5,4.5,4.6
99,80684,417504,4,1,365,593,7709,13,0,0,0,44,11,1,0,1,0.06,5,5,5,5,4.8,4.8,4.6
100,80700,417504,4,1,365,593,0,0,0,0,0,44,10,0,0,0,0.06,4.7,5,4.8,4.9,4.9,4.1,4.8
101,81739,417504,4,1,365,479,0,0,0,0,0,44,2,0,0,0,0.01,4,5,5,5,4.5,3.5,4.5
102,82638,449787,2,30,60,179.03,21484,120,7,7,29,304,287,2,0,3,1.56,4.8,4.9,4.7,4.9,4.9,4.8,4.7
103,82928,451545,5,30,1125,116.81,0,0,19,40,56,285,83,0,0,0,0.65,4.9,4.9,4.9,5,5,4.9,4.9
104,83243,453519,3,30,60,70.47,4228,60,16,28,58,333,252,1,0,2,1.36,4.4,4.6,4.4,4.8,4.8,4.2,4.4
105,83474,260682,1,30,31,82.49,0,0,3,29,59,334,5,0,0,0,0.03,5,5,4.8,5,5,4.4,4.8
106,84010,417504,2,1,365,564,21432,38,29,59,89,212,40,3,0,5,0.22,4.9,5,5,5,4.9,4.9,4.8
107,93313,25183,5,30,1125,160.12,0,0,6,15,20,241,173,0,0,0,0.94,4.7,4.8,4.7,4.9,4.9,4.6,4.7
108,94783,473113,2,4,90,211.14,53841,255,0,0,13,136,189,22,3,18,1.03,4.9,4.9,4.8,4.9,5,4.6,4.7
109,98663,520279,2,30,60,165.93,0,0,0,0,0,167,18,0,0,0,0.1,4.8,4.8,4.4,4.9,5,4.7,4.8
110,100002,523218,2,30,40,66.27,0,0,23,53,83,173,150,0,0,0,0.82,4.7,4.8,4.6,4.8,4.9,4.4,4.7
111,100186,526805,3,30,365,155.59,37342,240,0,0,11,101,128,4,1,4,0.7,4.9,5,4.9,5,4.9,4.8,4.9
112,101053,530032,4,60,90,,,0,0,0,0,0,36,0,0,0,0.2,4.9,4.8,4.5,5,5,4.5,4.6
113,103311,417504,6,1,365,992,0,0,0,0,0,44,8,0,0,0,0.04,4.2,4.7,4.9,4.6,4.6,3.6,4.6
114,105469,547386,1,30,90,77.13,0,0,30,60,90,90,16,0,0,0,0.09,4.9,4.9,4.7,4.9,4.9,5,4.7
115,106363,551055,1,30,1125,66.7,17009,255,8,8,21,224,480,6,1,7,2.61,4.9,4.8,4.8,4.9,4.9,4.7,4.9
116,106647,552679,4,30,365,130.44,0,0,0,14,14,54,124,0,0,1,0.68,4.9,4.9,4.8,4.9,4.9,4.8,4.8
117,106906,553964,2,49,70,112.03,0,0,0,0,5,95,12,0,0,0,0.07,4.9,5,5,5,5,5,4.7
118,107630,306739,3,30,90,197.3,11838,60,0,0,14,104,353,1,0,1,1.93,4.8,4.7,4.7,4.9,4.9,4.9,4.7
119,112304,573316,2,30,730,,,0,0,0,0,0,1,0,0,0,0.01,5,5,4,5,5,4,5
120,112435,181376,2,30,30,106.57,0,0,17,30,60,335,178,0,0,0,0.97,4.6,4.7,4.7,4.8,4.7,4.9,4.7
121,113265,314582,2,30,730,58.41,14018,240,0,17,47,322,280,4,1,4,1.53,4.8,4.9,4.8,4.9,4.8,4.5,4.8
122,115535,567187,1,30,365,43.86,0,0,1,1,1,90,34,0,0,0,0.19,4.8,4.9,4.6,4.9,4.9,4.7,4.9
123,115748,585166,2,30,30,118.07,14168,120,28,58,88,88,43,2,0,2,0.24,4.7,4.7,4.5,4.9,4.9,4.9,4.6
124,116551,497672,2,30,730,114.33,27439,240,0,0,0,147,188,4,1,2,1.03,4.5,4.7,4.4,4.8,4.7,4.4,4.6
125,118061,2248897,2,30,100,124.35,31709,255,0,0,17,242,100,5,1,3,0.56,4.8,4.9,4.9,5,5,4.4,4.8
126,125163,622855,2,30,1125,114.44,0,0,30,60,90,365,94,0,0,0,0.61,4.9,4.9,4.8,4.9,4.9,4.7,4.9
127,128975,256161,5,30,90,113.03,20345,180,12,24,54,54,134,3,1,2,0.73,4.6,4.7,4.6,4.6,4.6,4.5,4.6
128,136493,663384,3,3,60,432,38880,90,3,11,30,30,55,7,0,9,0.33,4.9,4.9,4.8,4.9,5,5,4.8
129,139624,680818,2,30,365,,,0,0,0,26,26,86,0,0,0,0.48,4.4,4.6,4.2,4.5,4.6,4.2,4.3
130,140133,622866,4,30,180,241.48,0,0,0,12,42,317,193,0,0,0,1.07,4.9,4.9,4.9,4.9,5,5,4.8
131,141335,687361,5,30,1125,655.41,0,0,1,26,44,300,41,0,0,0,0.24,4.5,4.4,4.3,4.7,4.6,4.9,4.2
132,142069,277747,2,30,730,,,0,0,0,0,0,22,0,0,0,0.12,4.6,4.9,3.6,4.6,4.9,4.6,4.5
133,144087,616825,4,30,365,255.82,0,0,30,60,90,365,30,0,0,0,0.16,4.9,4.9,4.6,5,4.9,4.7,4.6
134,144148,299755,2,30,730,,,0,0,0,0,0,32,0,0,0,0.22,4.5,4.6,4,4.8,4.9,4.9,4.5
135,146726,709334,2,30,120,193.6,0,0,23,53,83,358,18,0,0,0,0.1,4.8,4.8,4.7,4.9,4.9,4.6,4.7
136,148201,715807,2,30,365,,,0,0,0,0,0,18,0,0,0,0.1,4.9,4.9,4.8,4.9,4.9,4.9,4.8
137,148825,718349,3,31,180,139.68,34641,248,0,4,16,183,315,4,0,4,1.83,4.8,4.8,4.5,5,4.9,4.8,4.7
138,150804,726333,2,4,1125,533.5,116303,218,0,1,11,253,105,17,3,19,0.58,5,5,4.9,5,5,4.9,4.9
139,150989,727084,2,30,365,,,0,0,0,0,0,19,0,0,0,0.1,5,4.9,4.8,4.8,4.8,5,4.8
140,151199,722320,3,2,29,342.5,87338,255,1,11,22,271,579,40,4,33,3.22,4.9,4.8,4.8,5,5,4.9,4.9
141,152263,732535,3,2,25,320,81600,255,9,25,48,319,407,21,1,26,2.27,4.8,4.8,4.9,4.8,4.8,4.8,4.8
142,152819,132701,2,30,31,,,0,0,0,0,0,94,0,0,0,0.52,4.9,4.8,4.8,4.9,5,4.9,4.8
143,157673,757166,4,30,1125,80.97,0,0,5,14,44,319,90,0,0,0,0.5,4.5,4.6,4.4,4.7,4.8,3.7,4.3
144,158061,758441,2,30,365,165.56,0,0,30,60,90,365,27,0,0,0,0.15,4.5,4.8,4.8,4.9,4.8,3.8,4.5
145,162493,776490,6,31,60,781.48,0,0,0,22,52,327,57,0,0,0,0.43,5,5,5,5,5,4.9,5
146,162508,776645,2,30,90,,,0,2,2,2,2,31,0,0,0,0.18,4.3,4.4,4.4,4.8,4.6,4.2,4.3
147,166006,791287,6,31,365,177.47,22006,124,0,0,11,286,192,2,0,2,1.06,4.6,4.7,4.6,4.7,4.8,4.5,4.6
148,166172,792159,2,30,30,,,0,0,0,0,0,61,0,0,0,0.39,4.5,4.3,4.5,4.8,4.8,4.5,4.5
149,166983,795640,6,30,30,,,0,0,0,0,0,6,0,0,0,0.03,4.8,4.7,4.8,5,5,4.7,4.3
150,168123,720558,2,30,50,144.36,0,0,2,32,62,152,124,0,0,1,0.69,4.6,4.6,4.4,4.9,4.9,4.7,4.6
151,169483,807642,1,30,30,97.26,0,0,30,60,90,365,0,0,0,0,,,,,,,,
152,170420,812814,2,30,365,,,0,0,0,0,0,15,0,0,0,0.08,5,4.8,4.9,4.9,5,4.4,4.9
153,170761,67778,2,1,1125,212,54060,255,15,31,40,272,361,68,4,75,2.45,4.9,5,4.9,4.9,5,5,4.9
154,171562,60923,2,30,90,208.24,12494,60,13,35,41,42,33,1,1,0,0.18,4.9,5,4.8,5,5,4.9,4.7
155,173151,826459,2,30,31,,,0,0,0,0,0,261,0,0,0,1.44,4.8,4.8,4.8,4.9,4.9,4.9,4.8
156,174966,836168,9,30,1125,2765.47,0,0,29,59,89,364,25,0,0,0,0.14,5,4.9,4.8,5,5,4.7,4.7
157,176135,842125,1,30,30,119.93,0,0,8,38,68,68,31,0,0,0,0.17,4.7,4.7,4.5,4.7,4.8,4.5,4.6
158,177495,848960,4,30,730,,,0,0,0,0,0,5,0,0,0,0.05,5,5,4.8,5,5,5,4.8
159,179670,21475,1,30,180,166.39,0,0,23,53,83,83,128,0,0,0,0.71,4.9,4.9,4.9,4.9,5,4.8,4.8
160,182069,39260,3,30,1125,153.84,39229,255,0,3,33,308,133,6,0,5,0.74,4.8,4.9,4.8,5,4.9,4.4,4.6
161,188674,909234,2,30,730,,,0,0,0,0,0,63,0,0,0,0.36,4.9,4.7,4.8,4.9,4.9,5,4.8
162,188803,67778,2,2,28,,,51,1,1,1,1,64,4,2,4,0.49,5,5,5,5,5,5,4.9
163,189135,179020,2,2,30,217,55335,255,8,21,51,51,208,24,6,17,1.2,4.8,4.8,4.8,5,5,4.9,4.8
164,189181,912541,2,30,60,,,0,0,0,0,0,1,0,0,0,0.01,4,5,4,5,5,5,5
165,189787,915640,2,30,518,,,0,0,0,0,0,102,0,0,0,0.57,4.6,4.8,4.6,4.9,4.9,4.5,4.6
166,190968,922922,2,30,1125,,,0,0,0,0,0,35,0,0,0,0.19,4.8,4.9,4.7,4.9,4.9,4.9,4.8
167,190974,874471,2,30,31,146.03,0,0,21,22,50,325,313,0,0,0,1.81,4.7,4.8,4.6,4.9,4.9,4.9,4.7
168,191541,926539,3,30,365,336.65,0,0,30,60,90,365,47,0,0,0,0.26,5,5,4.8,4.8,4.9,4.9,4.8
169,191610,927028,2,1,1125,246.5,62858,255,18,26,41,151,180,21,0,22,1.02,4.7,4.6,4.1,4.8,4.8,5,4.6
170,195123,940724,2,30,365,83.2,0,0,30,60,90,365,229,0,0,0,1.27,4.6,4.7,4.1,4.9,4.9,4.5,4.6
171,195240,949221,1,30,120,61.12,0,0,12,42,72,72,90,0,0,0,0.53,4.7,4.7,4.8,4.7,4.7,4.6,4.6
172,195989,611716,2,3,29,150.33,0,0,0,0,0,75,230,0,0,0,1.28,4.9,4.9,4.9,4.9,5,5,4.9
173,198744,6064192,2,30,90,239.41,14365,60,28,58,88,88,134,1,0,0,0.74,4.8,4.9,4.8,4.9,4.9,5,4.8
174,199733,241559,2,30,300,146.97,8818,60,0,12,42,317,134,1,0,1,0.75,4.5,4.6,4.4,4.7,4.7,4.6,4.4
175,201992,988350,4,30,30,212.97,0,0,0,0,0,256,106,0,0,0,0.71,4.8,4.9,5,4.9,4.9,5,4.7
176,202273,918087,2,30,101,,,0,0,0,0,0,70,0,0,0,0.39,4.4,4.4,4.5,4.6,4.8,4,4.5
177,203901,1000477,4,30,1125,,,0,0,0,0,0,8,0,0,0,0.04,5,5,5,5,4.9,4.8,4.9
178,204065,51038,8,30,1125,149.69,0,0,0,0,21,296,115,0,0,0,0.64,4.6,4.7,4.5,4.9,4.9,4.9,4.4
179,205485,1010242,2,30,120,158.09,0,0,27,57,77,167,158,0,0,0,0.88,4.9,4.9,5,5,5,4.6,4.8
180,206316,1014639,2,30,730,,,0,0,0,0,0,4,0,0,0,0.04,4.8,4.8,5,4.8,4.8,5,5
181,206957,1018472,4,30,365,74.7,0,0,28,58,87,87,125,0,0,0,0.69,4.6,4.5,4.5,4.9,4.9,4.3,4.7
182,208148,1024355,2,30,365,,,0,0,0,0,0,14,0,0,0,0.08,4.8,4.6,4.8,5,5,5,4.8
183,212544,1096084,3,30,60,,,0,0,0,0,0,9,0,0,0,0.05,4.7,4.4,4.7,5,5,4.2,4.4
184,213330,800223,2,4,1125,296,71928,243,5,21,39,207,106,19,3,20,0.79,5,4.9,4.9,5,5,4.9,4.8
185,216080,17571,2,30,60,,,60,21,21,21,43,156,1,0,1,0.87,4.9,4.9,4.9,4.9,4.9,4.9,4.8
186,217580,1121193,1,30,1125,109.13,6548,60,5,35,65,340,13,1,0,0,0.08,4.7,4.7,4.5,4.8,4.9,4.9,4.5
187,219066,447754,2,30,365,80.38,0,0,0,20,50,325,38,0,0,1,0.21,4.8,4.8,4.7,4.9,4.9,4.7,4.5
188,219922,1139574,1,30,30,100.67,0,0,29,59,89,89,36,0,0,0,0.21,4.8,4.9,4.7,4.8,4.8,4.3,4.6
189,220563,918087,2,30,60,,,0,0,0,0,0,58,0,0,0,0.32,4.7,4.6,4.4,4.6,4.8,4.2,4.5
190,222304,1153993,2,30,40,195,0,0,11,41,71,71,38,0,0,0,0.21,4.8,5,4.7,4.9,5,5,4.7
191,223930,1164642,2,30,60,119.3,7158,60,4,11,41,316,20,1,0,0,0.11,4.8,4.9,4.9,5,5,4.9,4.7
192,225354,1158300,2,30,365,143.07,0,0,23,41,41,266,11,0,0,0,0.06,4.8,4.9,4.3,5,4.6,4.9,4.6
193,225976,1177947,3,30,1125,71.49,12868,180,0,0,0,92,104,3,0,2,0.58,4.6,4.7,4.7,4.9,5,4.5,4.6
194,226021,815977,5,30,250,218.5,13110,60,0,13,43,223,251,1,0,0,1.4,4.9,4.9,4.9,5,5,4.9,4.9
195,227495,959931,2,30,365,173.95,31311,180,0,5,35,60,114,3,0,5,0.64,4.6,4.7,4.2,4.6,4.8,4.9,4.6
196,228317,1191142,2,30,1125,161.57,0,0,29,59,89,364,92,0,0,0,0.52,4.9,5,5,5,5,4.3,4.8
197,230877,292204,2,30,100,164.1,41846,255,20,50,80,99,131,5,1,5,0.73,4.9,5,5,5,5,4.7,4.8
198,232612,1217241,2,2,31,181.26,46221,255,7,14,20,50,604,41,1,46,3.38,4.9,4.9,4.9,4.9,4.9,4.6,4.8
199,232775,842156,2,181,365,,,0,0,0,0,0,4,0,0,0,0.02,5,4.8,4.5,4.5,5,5,4.8
200,233638,1012895,2,30,32,89.53,0,0,30,60,90,365,24,0,0,0,0.15,4.7,4.5,3.8,4.9,5,4.5,4.6
201,235552,1234405,6,30,100,361.37,0,0,0,0,10,219,39,0,0,0,0.22,4.9,4.9,5,5,5,5,4.8
202,235651,83257,3,30,1000,123.53,0,0,23,53,83,358,85,0,0,0,0.48,4.9,4.9,4.7,5,4.9,5,4.8
203,235951,1236070,2,30,200,141.45,25461,180,0,0,5,166,164,3,0,3,0.92,4.7,4.8,4.7,4.8,4.9,4.9,4.6
204,235960,1236817,2,30,90,171.83,30929,180,0,25,53,228,124,3,1,5,0.69,4.7,4.7,4.2,4.9,4.9,4.8,4.5
205,236788,4166168,4,30,90,392.7,0,0,11,41,71,172,40,0,0,0,0.24,4.6,4.8,4.5,4.9,4.8,4.5,4.6
206,238683,1251372,2,30,180,46.53,0,0,0,0,0,77,5,0,0,1,0.03,4.8,4.4,4,4.8,4.8,4.2,4.4
207,239733,1256874,1,30,120,276.57,0,0,23,53,83,358,57,0,0,0,0.32,4.9,4.9,4.9,4.9,4.9,4.8,4.8
