ListingKey,ListingID,HostID,Capacity,MinNights,MaxNights,Price,EstRevenue,EstOccupancy,Avail30Days,Avail60Days,Avail90Days,Avail365Days,TotalReviews,ReviewsLast12Months,ReviewsLast30Days,ReviewsLastYear,ReviewsPerMonth,Rating,AccuracyRating,CleanlinessRating,CheckInRating,CommunicationRating,LocationRating,ValueRating
19678,957425381814766097,531692748,2,2,365,157,40035,255,2,2,8,242,47,34,0,35,3.01,4.9,5,5,5,5,4.8,4.9
19679,957484574310360183,2250778,2,1,90,384,97920,255,5,27,44,206,100,42,2,45,3.31,5,5,5,5,5,4.7,4.8
19680,957508595681132386,376048192,4,30,60,276.57,16594,60,16,46,76,166,1,1,0,1,0.1,5,5,5,5,5,5,5
19681,957768545886397531,531770234,4,30,365,115.04,0,0,0,19,49,229,0,0,0,0,,,,,,,,
19682,957800009988299652,204704622,1,30,1125,,,0,0,0,0,0,0,0,0,0,,,,,,,,
19683,957818857975204814,1895793,2,1,1125,562.5,36000,64,8,13,22,106,30,5,0,19,1.35,5,5,4.9,4.9,5,4.9,4.9
19684,957945358641843537,10946643,2,1,30,137,34935,255,3,24,32,50,116,50,7,48,3.37,4.9,4.9,4.7,4.9,5,4.7,4.9
19685,957946390155047482,2867137,6,30,1125,300.33,0,0,0,13,43,318,1,0,0,0,0.05,4,3,5,5,5,5,3
19686,957967655576972781,243288727,6,30,365,492.58,0,0,0,24,54,255,0,0,0,0,,,,,,,,
19687,957968867778010709,2867137,4,30,1125,284.87,0,0,0,0,7,282,0,0,0,0,,,,,,,,
19688,957997561762518256,7133387,8,2,365,455,116025,255,16,22,22,22,132,38,3,46,3.93,4.7,4.8,4.7,4.8,4.8,4.8,4.7
19689,958019510453136553,17647550,2,3,29,647.43,115890,179,15,38,56,56,36,14,1,16,1.08,5,4.9,4.8,4.9,5,4.9,4.9
19690,958076669143568111,399865453,2,30,365,230.8,13848,60,2,14,33,214,5,1,0,2,0.15,5,4.8,5,5,5,5,4.8
19691,958148812089033219,531890530,1,30,1125,79.92,0,0,23,53,83,358,1,0,0,0,0.03,5,5,5,5,5,5,5
19692,958556618665753499,530533440,2,1,365,187.39,47784,255,29,59,89,174,120,55,3,58,3.57,4.4,4.5,4.5,4.5,4.5,4.5,4.3
19693,958558125469831900,530533440,4,1,365,227.62,58043,255,29,59,88,194,250,52,3,152,7.43,4.7,4.7,4.8,4.8,4.8,4.6,4.5
19694,958610073245715978,416588623,1,30,30,65.27,0,0,29,59,89,364,0,0,0,0,,,,,,,,
19695,958668457048548195,162280872,2,30,365,239.6,0,0,24,54,84,359,0,0,0,0,,,,,,,,
19696,958668503625039193,162280872,3,30,365,228.3,0,0,13,43,73,348,0,0,0,0,,,,,,,,
19697,958735792873026478,511753971,5,30,365,238.75,0,0,13,43,73,163,0,0,0,0,,,,,,,,
19698,958743976967383188,221735433,4,3,4,,,0,0,0,0,0,1,0,0,0,0.03,5,5,5,5,5,5,5
19699,958837479129022722,511578464,6,1,365,628,160140,255,7,12,19,211,55,55,6,25,5.46,5,4.9,4.8,5,5,5,4.9
19700,958891583704104591,41602405,2,1,30,640,163200,255,16,16,16,16,84,24,1,28,2.77,4.9,5,4.9,5,5,4.9,4.9
19701,959209642509325824,532160078,2,1,730,284,69012,243,0,0,29,303,47,19,0,14,1.42,4.8,4.9,4.9,4.9,5,4.7,4.7
19702,959308487644032372,347560493,2,1,1125,239,12189,51,14,44,74,343,16,4,0,4,0.5,3.9,4.1,4.1,4.2,3.9,4.3,3.7
19703,959341722717382648,50760798,3,30,1125,,,0,0,0,0,0,1,0,0,0,0.04,5,5,5,5,5,5,5
19704,959344147221723685,22088164,7,3,28,361.67,92226,255,1,2,10,103,131,54,6,51,4.26,4.9,4.9,4.7,5,5,4.7,4.8
19705,959483358389401109,532248526,4,31,365,130.6,0,0,30,60,90,269,0,0,0,0,,,,,,,,
19706,959487132458696940,244356132,2,3,1125,690.33,176034,255,30,47,73,335,110,40,1,48,3.49,4.9,4.9,4.9,4.9,5,4.8,4.8
19707,959487299573430055,441785236,3,30,90,206.49,0,0,20,44,74,74,1,0,0,0,0.04,5,5,5,5,5,5,5
19708,959602807291281436,517568992,2,30,365,198.65,0,0,29,59,89,179,4,0,0,0,0.12,5,4.8,4.8,4.8,4.8,5,4.8
19709,959603104962841960,517568992,2,30,365,287.47,0,0,29,59,89,179,8,0,0,0,0.24,5,5,5,5,5,4.6,4.9
19710,959667125949545689,517568992,2,2,120,284,72420,255,9,16,23,158,107,23,1,40,3.14,4.9,4.9,4.8,5,5,4.9,4.8
19711,959700743851454721,424296351,2,30,365,139.54,0,0,0,0,11,191,2,0,0,0,0.09,4.5,5,4.5,5,5,5,4.5
19712,959737716646007292,627678,2,30,31,46.47,0,0,14,44,74,254,0,0,0,0,,,,,,,,
19713,959745656323099608,200239515,1,30,1125,47.57,0,0,18,36,36,36,0,0,0,0,,,,,,,,
19714,959946117705023825,64807862,6,30,365,232.67,0,0,28,58,88,358,6,0,0,0,0.18,4.3,4.8,4.7,4.5,4.7,4.8,4.7
19715,960074255610258441,430599829,1,30,90,39.1,7038,180,0,14,44,134,3,3,1,2,0.3,5,5,5,5,5,5,5
19716,960106439790909562,167241670,2,30,365,69.43,0,0,30,60,90,270,0,0,0,0,,,,,,,,
19717,960118708185463014,412467812,4,4,90,,,154,0,0,0,0,16,12,0,2,0.48,4.3,4.3,4.2,4.6,4.4,4.6,4.1
19718,960123989588215141,162280872,3,30,365,230.43,0,0,4,23,53,328,2,0,0,0,0.08,4.5,4,3.5,4.5,4.5,5,4.5
19719,960170192680619491,4852748,2,2,28,342.36,34921,102,30,60,90,180,25,8,0,7,0.75,5,4.9,4.9,5,4.9,4.7,4.6
19720,960252148706511680,235073206,2,30,365,121.5,7290,60,0,0,0,30,10,1,0,1,0.3,4.5,4.6,4.4,4.9,4.7,4.1,4.4
19721,960258169135210648,532451793,2,1,1125,160,40800,255,13,36,42,214,166,26,3,41,5.05,4.9,4.9,4.8,4.8,4.9,4.8,4.9
19722,960353377119642101,532473272,4,30,365,195.79,0,0,28,58,88,268,0,0,0,0,,,,,,,,
19723,960369879026294496,510666508,3,30,1125,110.25,0,0,3,33,63,333,14,0,0,0,0.41,4.9,4.9,5,4.8,5,4.8,4.9
19724,960483610886728736,532499346,2,2,15,,,192,0,0,0,0,54,15,0,27,2.08,5,5,5,5,5,4.8,4.9
19725,960565066505033598,204704622,2,30,1125,71.93,0,0,30,48,48,48,0,0,0,0,,,,,,,,
19726,960802474144312739,326084746,2,1,1125,,,0,29,59,89,119,1,0,0,0,0.03,5,5,5,5,5,5,5
19727,960803210657433132,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19728,960804652550437543,326084746,2,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19729,960805353810541341,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19730,960806463378408324,326084746,2,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19731,960806774951498739,326084746,2,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19732,960807174486368490,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19733,960807923889705033,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19734,960808430254177727,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19735,960808465837278006,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19736,960808925444839986,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19737,960809504670641684,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19738,960810042194803796,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19739,960810722415414213,326084746,2,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19740,960813601139525414,326084746,4,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19741,960813984253928172,326084746,2,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19742,960814393147089142,326084746,2,1,1125,,,0,29,59,89,119,0,0,0,0,,,,,,,,
19743,960863554272994859,17775359,6,365,730,,,255,0,7,9,250,2,1,0,1,0.1,5,5,5,5,5,5,4.5
19744,960870128916074588,122237917,2,30,365,179.1,0,0,30,60,90,360,6,0,0,0,0.18,4.5,4.8,4.8,5,4.5,4.7,4.5
19745,960875317288334604,415255533,2,30,365,167.68,0,0,30,60,90,269,7,0,0,0,0.21,4.4,4.4,4.4,4.4,4.6,4.4,4.4
19746,960901063510719919,458841834,2,30,365,124.03,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19747,960986775414264835,476583892,2,30,365,113.94,0,0,30,60,90,360,6,0,0,0,0.18,4,4.3,3.7,4.8,4.3,4.3,3.8
19748,961102840821453179,243786697,3,30,365,398.22,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19749,961219465029002448,419863661,1,30,120,62.97,0,0,13,43,73,163,10,0,0,1,0.29,5,5,5,5,5,4.7,4.9
19750,961527622157301522,68134012,2,1,1125,511,130305,255,1,10,20,224,119,56,4,45,3.81,4.8,4.9,4.8,5,4.8,4.5,4.7
19751,961583712267369586,525109336,2,30,180,64.12,7694,120,6,19,49,68,12,2,0,4,0.38,4.4,4.6,4.7,5,4.8,4.4,4.2
19752,961712378933765607,510392348,2,30,365,60.87,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19753,961734517987231970,424334449,2,30,31,61.4,0,0,0,0,0,78,3,0,0,0,0.09,4.3,4,4.3,5,4.3,3.3,4
19754,961818212559589191,484895556,1,30,365,57.52,0,0,4,11,41,221,3,0,0,0,0.1,4.7,5,4.7,4.7,4.7,4.3,4.3
19755,961836418495370418,382918364,2,1,29,160,40800,255,8,34,47,305,69,36,1,41,2.02,4.6,4.5,4.7,4.7,4.6,4.6,4.5
19756,962231740179601013,160926124,2,30,365,,,0,0,0,0,0,0,0,0,0,,,,,,,,
19757,962288502694718934,342839815,2,30,45,288.53,73575,255,0,0,0,164,66,14,0,32,2.46,4.9,4.9,4.8,5,5,4.6,4.8
19758,962347440691906029,495061716,2,1,365,474,24174,51,0,24,54,267,135,4,0,0,4,4.4,4.6,4.7,4.6,4.5,4.8,4.2
19759,962361429254113252,532936373,3,30,365,74.41,4465,60,0,0,0,73,3,1,0,1,0.1,3.7,4.7,5,5,5,3.7,3.7
19760,962535551214838738,3567433,2,30,45,,,0,0,0,0,0,43,0,0,9,1.48,5,5,4.9,5,5,4.7,4.9
19761,962791720021643770,475475849,2,30,365,93.08,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19762,962806116621078911,64889149,3,3,365,375,19125,51,26,52,82,259,10,4,1,1,0.3,4.5,4.5,4.5,4.7,4.5,4.7,4.4
19763,962939782996570342,533074450,2,30,365,62.95,0,0,29,59,89,269,1,0,0,0,0.04,5,5,5,5,5,5,5
19764,962941722185189247,533074450,2,30,365,62.95,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19765,963013022002239624,533074450,2,30,365,62.95,0,0,29,59,89,269,1,0,0,0,0.04,4,4,3,4,4,4,4
19766,963014343927501774,533074450,2,30,365,62.95,0,0,29,59,89,269,1,0,0,0,0.05,5,5,5,5,4,5,3
19767,963017194270461755,533074450,2,30,365,62.95,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19768,963053029284213047,20002060,1,30,365,223.45,0,0,29,59,89,103,0,0,0,0,,,,,,,,
19769,963091370603277921,51095356,2,30,365,96.27,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19770,963116369097877691,526705559,6,2,27,439,111945,255,18,42,72,192,75,27,2,25,2.21,4.5,4.7,4.4,4.8,4.8,4.5,4.4
19771,963125508354266222,514336590,2,30,365,105.65,0,0,0,0,0,267,2,0,0,0,0.06,3.5,3,3,3.5,3,4,3
19772,963128951339433412,533142418,2,30,90,142.33,0,0,27,57,87,87,0,0,0,0,,,,,,,,
19773,963153880177022920,513645184,2,30,60,90.9,0,0,30,60,90,359,0,0,0,0,,,,,,,,
19774,963159451615470070,517568992,2,30,90,287.47,0,0,29,59,89,179,14,0,0,0,0.41,4.9,4.9,4.9,4.9,5,5,4.9
19775,963197365256573159,522559910,8,30,365,151.73,0,0,15,22,52,232,3,0,0,0,0.09,4.7,4.7,4.3,5,5,4.7,4.3
19776,963238208605906759,514336590,2,30,365,99.81,0,0,25,25,38,313,0,0,0,0,,,,,,,,
19777,963300203673032613,514336590,1,30,365,60.18,0,0,0,5,35,279,0,0,0,0,,,,,,,,
19778,963340164193366028,363928053,2,365,365,,,0,29,59,89,89,2,0,0,0,0.06,5,5,4.5,5,5,5,5
19779,963371797604061344,305089539,6,1,1125,369.6,94248,255,14,34,61,240,81,33,4,39,3.16,4.9,4.9,5,5,5,4.8,4.9
19780,963372648946817841,514336590,1,30,365,71.29,0,0,0,0,0,165,1,0,0,0,0.03,5,5,5,5,5,5,4
19781,963568680727420431,42048042,6,30,365,255.97,30716,120,0,0,20,295,7,2,1,1,0.23,4.4,5,4.6,4.9,4.6,5,4.3
19782,963627843672912854,271581236,2,30,365,203.01,12181,60,19,49,79,259,4,1,0,0,0.13,3.8,4,4.3,4.3,4,4.8,4
19783,963676412262803693,121822,4,30,1125,201.42,0,0,30,60,90,270,2,0,0,0,0.06,4.5,5,3.5,5,5,5,4.5
19784,963696212258651543,401202937,3,1,365,262.83,50463,192,12,38,63,143,47,15,1,17,1.42,4.5,4.7,4.6,4.6,4.7,4.9,4.4
19785,963733623334681051,413354456,2,30,60,,,0,29,59,89,269,0,0,0,0,,,,,,,,
19786,963743118811741225,533292672,2,30,365,60.05,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19787,963752814816200902,533292672,2,30,365,60.05,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19788,963753922876932895,533292672,2,30,365,60.05,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19789,963771864938788099,133216852,2,2,28,205.5,52403,255,2,13,25,172,61,30,2,37,2.9,4.8,4.7,4.7,4.9,4.9,4.5,4.7
19790,963775739081591184,162280872,3,30,365,226.16,0,0,27,57,87,362,1,0,0,0,0.04,5,5,5,5,5,5,5
19791,963782690020202626,69433846,2,100,100,84.22,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19792,963789422666124992,162280872,3,30,365,229.36,0,0,26,56,86,361,1,0,0,0,0.03,5,5,5,5,5,4,4
19793,963804208409308950,113723310,6,30,365,518.07,62168,120,0,13,43,223,4,2,0,1,0.13,4.5,4.8,4.3,5,5,4.8,4
19794,963880900259575583,51501835,4,30,365,237.83,14270,60,23,53,83,263,2,1,0,0,0.07,4.5,4.5,5,5,4.5,5,4.5
19795,963888047601554678,374081944,4,2,365,405,103275,255,9,23,43,96,105,39,2,48,3.29,4.7,4.7,4.7,4.8,4.9,4.9,4.6
19796,963914944993129500,5744305,2,1,1125,268.18,68386,255,29,59,89,364,133,60,2,59,4.38,4.7,4.8,4.8,4.8,4.7,4.3,4.6
19797,963998015345188306,45242804,3,30,40,562.83,67540,120,29,47,47,47,18,2,0,4,0.59,5,5,4.8,4.9,5,5,4.8
19798,964125398757840958,533397346,3,30,365,60.93,0,0,30,60,90,365,1,0,0,0,0.05,5,5,5,5,5,5,5
19799,964235915747817963,533417390,2,30,200,112.02,0,0,30,60,90,365,0,0,0,0,,,,,,,,
19800,964283364413802877,145175291,2,2,90,200,0,0,29,59,89,268,1,0,0,0,0.03,5,5,5,5,5,5,5
19801,964414276644648327,16157078,1,30,60,,,0,0,0,0,0,0,0,0,0,,,,,,,,
19802,964420907082026117,433014769,2,30,365,84.51,10141,120,0,0,0,165,6,2,0,1,0.18,5,5,5,5,5,4.8,4.8
19803,964428733563892675,489756011,6,30,365,302.77,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19804,964449748366461485,517568992,2,30,90,287.47,0,0,29,59,89,179,3,0,0,0,0.09,5,5,4.7,5,5,4.7,5
19805,964490043156249684,10590692,2,3,1125,,,255,3,14,34,68,89,41,3,41,3.28,5,4.9,5,5,5,5,4.9
19806,964583407000581311,469822760,8,1,365,880,135520,154,5,18,28,260,12,12,5,0,3.91,4.9,5,5,4.8,5,4.5,5
19807,964638457575102680,247439246,1,30,90,111,0,0,13,43,73,92,2,0,0,0,0.07,2,2.5,4.5,3,3,1.5,1.5
19808,964663362266512518,533541234,1,30,365,94.64,0,0,28,58,88,363,0,0,0,0,,,,,,,,
19809,964766056473184169,203297561,1,30,90,53,0,0,29,59,89,289,0,0,0,0,,,,,,,,
19810,964807043218214324,3223938,1,30,365,51.83,0,0,0,12,42,309,0,0,0,0,,,,,,,,
19811,964872115077685352,435899962,5,30,30,219.1,0,0,23,53,83,263,0,0,0,0,,,,,,,,
19812,964872185290069168,40431058,4,30,365,449.87,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19813,965033404639076969,27181542,2,30,365,257.27,0,0,24,54,84,359,0,0,0,0,,,,,,,,
19814,965072157099213665,107434423,2,30,1125,,,0,0,0,0,23,0,0,0,0,,,,,,,,
19815,965075188819910365,107434423,4,30,1125,,,0,0,1,1,1,0,0,0,0,,,,,,,,
19816,965075551050725927,107434423,4,30,1125,,,0,0,13,43,318,0,0,0,0,,,,,,,,
19817,965075878880346855,107434423,2,30,1125,,,0,11,11,12,53,0,0,0,0,,,,,,,,
19818,965116437418404522,107434423,2,30,1125,,,0,0,0,28,303,0,0,0,0,,,,,,,,
19819,965160360662831113,441153856,6,30,30,558.63,0,0,13,43,73,348,3,0,0,0,0.09,5,5,5,5,5,5,5
19820,965319537209564235,532796447,1,30,1125,167.14,0,0,30,60,90,270,3,0,0,0,0.09,5,5,5,5,5,5,5
19821,965350569769330663,533712149,4,30,1125,137.46,0,0,29,59,89,269,1,0,0,0,0.05,5,5,5,5,5,5,5
19822,965435803071574442,533730648,4,30,365,233.96,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19823,965505333713118531,347497076,2,3,60,140,35700,255,7,20,29,130,71,26,1,33,2.1,4.8,4.9,4.8,4.9,4.9,4.8,4.8
19824,965706328966754098,107434423,2,30,1125,,,0,0,0,0,78,0,0,0,0,,,,,,,,
19825,965709350570453289,107434423,2,30,1125,,,0,0,0,21,296,1,0,0,0,0.03,5,4,4,5,5,5,4
19826,965709633075349012,107434423,2,30,1125,,,0,0,0,2,2,0,0,0,0,,,,,,,,
19827,965709977898767387,107434423,4,30,1125,,,0,2,2,2,2,0,0,0,0,,,,,,,,
19828,965816156178565916,114447816,2,30,365,353.27,0,0,27,57,87,267,0,0,0,0,,,,,,,,
19829,965831407638620348,51589519,3,30,365,239.99,43198,180,1,1,1,135,5,3,0,4,0.25,4.8,4.8,4.2,4.8,4.8,4.2,4.2
19830,965836734967050413,11376150,2,2,8,179.74,45834,255,12,39,55,70,67,37,5,30,2.21,4.9,4.9,4.9,4.9,5,4.9,4.8
19831,965903065559481280,10547203,5,30,365,258.57,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19832,965972728839907811,217844544,2,2,21,200,51000,255,2,2,6,208,140,50,4,57,4.28,4.9,4.9,5,5,5,4.7,4.9
19833,965992693591250810,10547203,4,30,365,276.57,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19834,965995992034672989,217844544,2,2,21,197,50235,255,2,7,16,218,125,49,4,49,3.94,4.9,4.9,4.9,4.9,5,4.7,4.9
19835,966007202301299080,10547203,5,30,365,238.75,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19836,966015814531483475,228473476,2,2,21,203,51765,255,2,5,10,203,128,48,4,50,4.02,4.9,5,4.9,5,5,4.7,4.8
19837,966053705670125310,397598833,2,30,365,80.55,14499,180,13,43,73,163,12,3,0,3,0.37,4.8,4.5,4.6,5,4.9,4.6,4.4
19838,966075614879803673,116768246,2,2,28,314,80070,255,14,25,41,98,80,26,3,34,2.75,5,5,5,5,5,4.9,4.9
19839,966077154092000207,533882925,2,1,14,150,38250,255,29,59,89,362,85,44,2,62,2.5,4.6,4.8,4.6,4.8,4.8,4.7,4.5
19840,966077910106063326,397598833,2,30,365,77.06,4624,60,7,37,67,157,5,1,0,2,0.16,4.8,4.8,4.8,5,5,5,5
19841,966141894035636477,533882925,4,1,14,198,35442,179,30,58,88,361,24,14,0,16,0.71,4.6,4.6,4.7,4.8,4.9,4.6,4.5
19842,966363428311660965,278691646,2,30,365,58.18,0,0,24,54,84,264,0,0,0,0,,,,,,,,
19843,966526373755872916,51501835,4,30,365,340.73,0,0,0,13,43,223,0,0,0,0,,,,,,,,
19844,966639031314684792,480516328,2,30,365,83.55,0,0,30,60,90,269,3,0,0,0,0.09,5,4.7,5,4.3,5,5,5
19845,966732971872955190,8032842,2,30,365,110.89,6653,60,0,0,27,207,1,1,0,1,0.11,5,5,5,5,5,5,5
19846,966821144198085863,120974884,3,30,1125,222,26640,120,18,48,67,228,6,2,0,4,0.21,4.8,4.8,4.8,5,5,4.8,4.7
19847,966874541313648251,489124684,2,30,365,58.12,6974,120,4,4,4,127,5,2,1,1,0.15,4.2,4.4,3.8,5,4.8,4.4,4.2
19848,966917087282735307,54916579,4,30,180,149.37,0,0,0,6,13,99,1,0,0,1,0.08,5,5,5,5,5,5,5
19849,967536405500579160,295885882,2,30,125,130.16,0,0,0,0,0,236,3,0,0,0,0.09,5,5,5,4,5,4.7,5
19850,967572040503577303,534223571,2,1,1125,181.5,46283,255,6,13,23,265,89,33,4,27,2.63,4.7,4.8,4.8,4.9,4.9,4.6,4.7
19851,967637028883999741,534237707,2,30,90,80.76,9691,120,4,4,28,208,13,2,0,4,0.45,4.7,4.8,5,4.9,4.7,4.7,4.8
19852,968043184639361760,514016472,2,30,365,83.1,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19853,968044038797418645,630489,2,1,1125,460,35420,77,1,1,1,1,16,6,0,3,0.62,5,5,4.9,4.9,4.9,5,4.9
19854,968052518875387461,481431731,4,2,365,684.5,174548,255,9,23,34,245,61,22,2,29,2.06,5,4.9,5,5,5,4.9,4.8
19855,968090367625068114,209164123,2,1,365,308.5,78668,255,6,21,32,280,75,23,1,29,2.87,4.8,4.9,4.7,5,4.9,4.8,4.7
19856,968117958661367161,2772230,2,2,365,,,255,0,1,1,1,107,36,2,20,3.14,4.9,5,4.8,4.9,4.9,4.9,4.8
19857,968132719457085471,534338342,4,30,1125,247.82,0,0,27,57,87,362,4,0,0,0,0.12,5,5,5,5,5,4.8,5
19858,968138190116958758,534338342,5,30,1125,233.82,0,0,21,51,81,356,1,0,0,0,0.03,3,2,5,5,5,1,1
19859,968146040275203709,534338342,4,30,1125,148.58,0,0,30,60,90,365,2,0,0,0,0.06,3.5,3.5,3.5,5,3.5,3.5,3.5
19860,968158472503477954,30777013,5,1,1125,391.88,99929,255,8,35,51,228,106,35,2,48,3.88,5,5,4.9,5,5,4.9,4.9
19861,968165379716775028,61391963,2,30,365,209.79,50350,240,3,3,18,293,13,4,0,5,0.46,4.9,5,4.7,5,5,5,4.6
19862,968232639190407327,3559865,6,1,1125,578.5,147518,255,5,24,43,265,72,33,4,35,2.92,4.7,4.9,4.6,4.7,4.9,4.6,4.6
19863,968356497739578739,534416056,2,3,365,468,119340,255,2,10,28,216,92,39,0,43,2.98,4.9,4.9,4.9,4.8,5,5,4.8
19864,968479961934034963,513505228,2,30,365,,,0,27,57,87,267,0,0,0,0,,,,,,,,
19865,968796501661082781,22088164,7,3,30,314,80070,255,16,34,42,199,102,44,6,37,3.34,5,4.9,4.9,5,4.9,4.6,4.8
19866,968819722669063441,421062905,2,1,1125,194,49470,255,14,41,71,338,54,20,1,22,2.06,4.7,4.7,4.7,4.9,4.9,4.7,4.5
19867,968888543324752321,386516683,1,30,365,115.6,13872,120,0,0,0,173,7,2,0,2,0.23,5,5,5,5,5,5,5
19868,968909763063437946,386516683,1,30,365,103.9,12468,120,0,0,0,171,10,2,0,3,0.32,4.8,4.9,4.5,4.9,5,4.7,4.6
19869,968918209588155433,156583372,1,30,1125,45.73,10975,240,0,0,0,116,12,4,0,5,0.36,4.7,4.6,4.2,4.8,5,4.6,4.3
19870,968921608892347832,439378297,2,30,365,174.78,0,0,30,60,90,270,2,0,0,0,0.09,5,5,5,5,5,5,5
19871,968922429264222420,156583372,1,30,1125,46.47,5576,120,0,10,40,220,7,2,0,0,0.21,4.9,5,4.9,5,5,5,5
19872,968943326386341222,2323652,2,30,365,168.23,0,0,0,0,0,132,0,0,0,0,,,,,,,,
19873,968961111636531690,17775359,8,365,730,,,0,0,0,0,205,0,0,0,0,,,,,,,,
19874,968982002561156213,473377607,2,1,365,183,18666,102,26,56,86,265,39,8,1,10,1.25,4.9,4.9,4.9,4.8,5,4.6,4.8
19875,969035784970111373,534575586,4,30,365,211.56,0,0,30,60,90,270,5,0,0,0,0.15,5,4.8,5,4.8,5,4.8,5
19876,969037168119524983,213755069,7,1,14,627.65,160051,255,16,42,59,234,71,31,1,35,2.72,4.8,4.9,4.9,4.9,4.9,4.6,4.7
19877,969046191401522947,169938152,2,2,1125,,,0,0,0,0,0,34,0,0,1,1,4.9,5,5,4.9,4.9,4.7,4.9
19878,969127796395247392,534593981,2,1,730,249,51045,205,21,51,68,199,28,16,2,15,0.83,4.6,4.6,4.4,4.6,4.8,4.9,4.5
19879,969429540603462926,533292672,2,30,365,75.55,4533,60,29,59,89,269,1,1,0,0,0.22,3,3,2,5,5,4,3
19880,969450944687841104,303621536,2,30,365,73.38,0,0,0,0,15,116,12,0,0,0,0.36,4.9,5,4.8,5,5,4.8,4.8
19881,969458692398111487,533292672,2,30,365,76.52,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19882,969461391626046879,533292672,2,30,365,60.05,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19883,969462426603921243,533292672,2,30,365,60.05,0,0,29,59,89,269,1,0,0,0,0.05,4,4,2,5,5,3,4
19884,969463803755237494,533292672,2,30,365,60.05,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19885,969514008107126414,167241670,1,30,1125,78.83,0,0,29,59,89,269,0,0,0,0,,,,,,,,
19886,969521494667176747,534677610,2,1,365,263,57334,218,25,55,85,354,68,17,1,24,2.53,4.3,4.4,4.2,4.7,4.5,4.5,4.2
19887,969546377878285001,386516683,1,30,365,97.77,0,0,0,0,0,81,2,0,0,0,0.06,5,5,5,5,5,5,5
19888,969557719896647491,487732432,3,30,365,213.86,0,0,0,0,0,71,1,0,0,0,0.04,5,5,5,5,5,5,5
19889,969558852641361621,386516683,1,30,365,100.93,6056,60,0,0,0,173,4,1,0,2,0.14,5,5,5,5,5,5,5
19890,969588852360266326,187430955,2,30,1125,107.8,0,0,30,60,90,365,1,0,0,0,0.03,5,5,5,5,5,5,5
19891,969639647663628867,23219783,2,3,365,636.33,162264,255,5,19,44,126,34,22,2,19,1.11,5,5,4.9,5,5,5,4.9
19892,969644867825232122,51501835,2,30,365,157.1,0,0,0,0,0,123,4,0,0,1,0.12,4.8,5,4.8,5,4.5,4.5,4.5
19893,969672999368896556,23219783,3,1,365,727.5,185513,255,7,20,47,212,66,26,2,22,1.97,4.9,4.9,4.8,5,5,5,4.7
19894,969675031818823854,2730171,2,30,180,180.09,10805,60,8,20,50,230,3,1,0,0,0.09,5,5,5,5,5,5,5
19895,970107108782228634,462106272,2,30,160,226.77,0,0,0,12,42,317,0,0,0,0,,,,,,,,
19896,970213432972312352,116559204,2,1,30,342,26334,77,16,44,74,254,28,6,1,9,1.14,4.7,4.7,4.6,4.9,4.9,4.7,4.6
19897,970214510559318172,534833529,1,1,25,257,0,0,30,60,90,269,0,0,0,0,,,,,,,,
19898,970248007829272555,189237804,5,30,1125,195.65,0,0,30,60,90,270,0,0,0,0,,,,,,,,
